NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL,MICROLENSING,IMAGING,TIMING,ASTROMETRY,MASS,DIST,R,MSTAR,FE,DATE,STARDISCMETH,RSTAR,TEFF
,mjupiter,au,day,,deg,jd,m/s,,,,,,,,,mjupiter,pc,rjupiter,msun,,,,rsun,k
Kepler-104 d,,0.271796,51.755394,,90,2455104.08611,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0392746,,0.319386,,,2014,Transit,1.349,5711
Kepler-702 b,,0.0907551,10.52629406,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.531485,892,0.818,0.9,0,2016,Transit,0.86,5419
Kepler-26 d,,0.0454914,3.543919,,90,2454969.25903,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.00371234,,0.095459,,,2014,Transit,0.571,4486
Kepler-159 b,,0.0916828,10.139623,,90,2455011.44948,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0183139,,0.212329,,,2014,Transit,0.663,4625
HD 156668 b,0.0130582,0.0499846,4.6455,0,90,2454718.57,1.89,Howard 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...73H,Howard 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...73H,0,0,0,0,0.0130582,24.4738,,0.772,0.05,2011,RV,0.728691,4850
MOA-2009-BLG-387L b,,1.76808,1970,,,,,Batista 2011,http://adsabs.harvard.edu/abs/2011A%26A...529A.102B,Batista 2011,http://adsabs.harvard.edu/abs/2011A%26A...529A.102B,1,0,0,0,2.6,5700,,0.19,,2011,Microlensing,,
Kepler-1045 b,,0.165053,26.41045478,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0220818,971,0.24,0.86,-0.03,2016,Transit,0.82,5301
Kepler-905 b,,0.0568739,5.08274652,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00965491,521,0.126,0.95,0.09,2016,Transit,0.86,5461
Kepler-763 b,,0.0208123,1.19655156,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00590412,902,0.109,0.84,0.01,2016,Transit,0.8,5166
Kepler-1376 b,,0.059158,5.30880656,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00351465,864,0.094,0.98,0.07,2016,Transit,0.97,5659
Kepler-32 f,,0.0130732,0.74296,0,90,2454965.54,,Fabrycky 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,Fabrycky 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,0,0,0,0,0.00143611,303,0.0730903,0.54,-0.01,2012,Transit,0.53,3793
WASP-103 b,1.48481,0.0198682,0.925542,0,90,2456459.59957,271,Gillon 2014,http://adsabs.harvard.edu/abs/2014arXiv1401.2784G,Gillon 2014,http://adsabs.harvard.edu/abs/2014arXiv1401.2784G,0,0,0,0,1.48791,470,1.528,1.22,0.06,2014,Transit,1.436,6110
Kepler-990 c,,0.0131638,0.53835431,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0124263,933,0.136,1.05,0.01,2016,Transit,1.08,5948
WASP-131 b,0.272434,0.0608315,5.322023,0,90,2456919.8236,30.5,Hellier 2017,http://adsabs.harvard.edu/abs/2017MNRAS.465.3693H,Hellier 2017,http://adsabs.harvard.edu/abs/2017MNRAS.465.3693H,0,0,0,0,0.273475,250,1.24159,1.06,-0.18,2017,Transit,1.53,5950
Kepler-221 e,,0.136253,18.369917,,90,2454964.86048,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0212781,,0.234633,,,2014,Transit,0.821,5243
Kepler-1028 b,,0.0349411,2.51462432,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00796813,633,0.119,0.9,-0.09,2016,Transit,0.87,5522
Kepler-256 c,,0.0441473,3.38802,,90,2455003.53221,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0160511,,0.19181,,,2014,Transit,1.301,5551
GJ 649 b,0.325341,1.13179,598.3,0.3,352,2452876,12.4,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..149J,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..149J,0,0,0,0,0.325341,10.3445,,0.54,0.08,2010,RV,,3700
Kepler-1333 b,,0.439185,109.6471842,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0238504,958,0.251,0.94,-0.04,2016,Transit,0.92,5628
Kepler-276 b,,0.114376,14.12841,,90,2454975.89515,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0247188,,0.256044,,,2014,Transit,1.046,6105
Kepler-1042 b,,0.0832577,10.13202575,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0163773,659,0.195,0.75,-0.1,2016,Transit,0.72,4815
Kepler-264 c,,0.52792,140.101261,,90,2455049.22078,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0241007,,0.252476,,,2014,Transit,1.55,6158
HD 132406 b,5.60495,1.98227,974,0.34,214,2453474,115,Da Silva 2007,http://adsabs.harvard.edu/abs/2007A%26A...473..323D,Da Silva 2007,http://adsabs.harvard.edu/abs/2007A%26A...473..323D,0,0,0,0,5.60495,67.8887,,1.09,0.18,2007,RV,,5885
Kepler-143 b,,0.124306,16.007583,,90,2454975.63677,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0186399,,0.215006,,,2014,Transit,1.359,5848
Kepler-1225 b,,0.0746694,7.01075434,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0133743,1241,0.162,1.13,0.01,2016,Transit,1.19,6140
Kepler-189 c,,0.144846,20.134866,,90,2455004.36552,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0183139,,0.212329,,,2014,Transit,0.75,5235
HD 38529 c,12.2603,3.6002,2146.0503,0.355094,17.9023,2452255.921,169.033,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Fischer 2003,http://adsabs.harvard.edu/abs/2003ApJ...586.1394F,0,0,0,0,12.2603,39.2773,,1.34,0.4,2003,RV,2.02418,5674
Kepler-62 b,,0.0552794,5.714932,0.0707107,278.13,2455001.21,,Borucki 2013,http://adsabs.harvard.edu/abs/2013Sci...340..587B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0,0,0,0,0,368,0.116766,0.69,-0.37,2011,Transit,0.64,4925
Kepler-281 b,,0.117153,14.646008,,90,2454969.51691,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0239491,,0.251584,,,2014,Transit,0.899,5723
Kepler-1006 b,,0.13168,19.76172042,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0115145,496,0.137,0.78,-0.4,2016,Transit,0.74,5328
Kepler-196 c,,0.256426,47.427737,,90,2455049.55425,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0168894,,0.199839,,,2014,Transit,0.782,5128
Kepler-238 c,,0.0657332,6.155557,,90,2454967.82322,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0184218,,0.213222,,,2014,Transit,1.43,5751
Kepler-49 c,,0.07889,10.9129343,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0,0,1,0,0.0202381,,0.227293,0.55,,2011,Transit,0.53,3974
Kepler-55 c,,0.202122,42.1516418,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,0,0,1,0,0.016585,,0.196987,0.62,,2013,Transit,0.58,4362
Kepler-791 b,,0.127324,14.5539759,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0277215,1447,0.272,1.3,0.06,2016,Transit,1.47,6383
WASP-19 b,1.11405,0.0163152,0.78884,0.0046,3,2455168.771,257,Hellier 2011,http://adsabs.harvard.edu/abs/2011ApJ...730L..31H,Hebb 2010,http://adsabs.harvard.edu/abs/2010ApJ...708..224H,0,0,0,0,1.13339,,1.386,0.93,0.02,2010,Transit,0.99,5500
Kepler-310 d,,0.401368,92.876125,,90,2454978.92567,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.019315,,0.220359,,,2014,Transit,0.876,5797
Kepler-619 c,,0.022851,1.20846503,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0125233,1111,0.151,1.09,0.05,2016,Transit,1.11,5980
Kepler-204 c,,0.170262,25.660593,,90,2454988.15165,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0131908,,0.159693,,,2014,Transit,1.238,5812
Kepler-26 b,,0.0902469,12.282356,0,90,2454978.8321,,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0,0,0,0,0.0397121,,0.320884,0.65,-0.21,2011,Transit,0.59,3933
Kepler-374 c,,0.0432285,3.282807,,90,2454964.89972,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.00409374,,0.0981354,,,2014,Transit,0.911,5977
Kepler-395 b,,0.0719854,7.054346,,90,2454969.19136,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.00324127,,0.0918904,,,2014,Transit,0.556,4262
WASP-93 b,1.42669,0.0417621,2.7325321,0,90,2456079.5642,174,Hay 2016,http://adsabs.harvard.edu/abs/2016MNRAS.463.3276H,Hay 2016,http://adsabs.harvard.edu/abs/2016MNRAS.463.3276H,0,0,0,0,1.44377,250,1.1048,1.3,0.07,2016,Transit,1.06,6700
K2-16 b,,0.0666347,7.6188,,,,,Sinukoff 2016,http://adsabs.harvard.edu/abs/2016ApJ...827...78S,Montet 2015,http://adsabs.harvard.edu/abs/2015ApJ...809...25M,0,0,0,0,0.015254,338.192,0.18364,0.68,-0.33,2015,Transit,0.66,4742
HD 126614 A b,0.385706,2.36847,1244,0.41,243,2453808,7.3,Howard 2010,http://adsabs.harvard.edu/abs/2010ApJ...721.1467H,Howard 2010,http://adsabs.harvard.edu/abs/2010ApJ...721.1467H,0,0,0,0,0.385706,72.6216,,1.145,0.56,2010,RV,1.10978,5585
Kepler-875 b,,0.181834,27.5073799,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0252452,1244,0.259,1.06,0.03,2016,Transit,1.11,5958
Kepler-1508 b,,0.154158,20.7056504,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00796813,892,0.119,1.14,0.01,2016,Transit,1.22,6158
Kepler-1568 b,,0.152944,20.925392,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00730709,883,0.116,1.09,0.09,2016,Transit,1.19,5956
Kepler-80 e,,0.0544864,4.645387,,90,2454967.58736,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0121773,,0.146311,,,2014,Transit,0.637,4613
Kepler-83 d,,0.0585134,5.169796,,90,2455005.631,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.014298,,0.173075,,,2014,Transit,0.594,4648
Kepler-519 b,,0.157968,24.3078946,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0155754,234,0.187,0.89,0.01,2016,Transit,0.8,5260
Kepler-192 d,,0,6.47027579,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00313024,0,0.091,0,-0.153,2016,Transit,1.01,5479
Kepler-167 b,,0.0481157,4.393147,,90,2455005.86732,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.010538,330,0.12936,0.77,-0.03,2014,Transit,0.726,4890
HD 215152 b,0.00572025,0.0576393,5.75999,0,90,,0.772,Delisle 2018,http://adsabs.harvard.edu/abs/2018A%26A...614A.133D,Delisle 2018,http://adsabs.harvard.edu/abs/2018A%26A...614A.133D,0,0,0,0,0.00572025,21.6263,,0.77,-0.1,2018,RV,0.73,4935
Kepler-772 b,,0.107432,12.99207337,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0133743,689,0.162,0.98,0.03,2016,Transit,1.11,5714
Kepler-295 d,,0.204929,33.884054,,90,2454993.00625,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.00850717,,0.121331,,,2014,Transit,0.898,5603
Kepler-337 b,,0.043316,3.292781,,90,2454966.00966,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0115417,,0.13739,,,2014,Transit,1.761,5684
HIP 67537 b,,4.9058,2556.5,0.59,119.6,2456290.6,,Jones 2017,http://adsabs.harvard.edu/abs/2017A%26A...602A..58J,Jones 2017,http://adsabs.harvard.edu/abs/2017A%26A...602A..58J,0,0,0,0,,112.6,,2.41,0.15,2017,RV,8.69,4985
HD 177830 b,1.31967,1.13872,410.1,0.096,189,2450254,32.64,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Vogt 2000,http://adsabs.harvard.edu/abs/2000ApJ...536..902V,0,0,0,0,1.31967,59.0319,,1.17,0.3,2000,RV,3.99397,4752
Kepler-516 b,,0.195757,24.85462415,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.110157,777,0.512,1.62,0.01,2016,Transit,2.02,7099
Kepler-1562 b,,0.316103,64.2737752,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0385876,1315,0.317,1.02,0.11,2016,Transit,1.05,5760
Kepler-226 d,,0.0789926,8.109044,,90,2454965.80333,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.00587447,,0.108841,,,2014,Transit,0.802,5571
K2-99 b,0.974675,0.158693,18.249,0.19,8,2457230.732,56,Smith 2017,http://adsabs.harvard.edu/abs/2017MNRAS.464.2708S,Smith 2017,http://adsabs.harvard.edu/abs/2017MNRAS.464.2708S,0,0,0,0,0.975461,526.759,1.30151,1.6,0.2,2017,Transit,3.1,5990
HD 42012 b,1.6121,1.66108,857.5,0,90,2455386.2,39,Rey 2017,http://adsabs.harvard.edu/abs/2017A%26A...601A...9R,Rey 2017,http://adsabs.harvard.edu/abs/2017A%26A...601A...9R,0,0,0,0,1.6121,37.1195,,0.83,-0.09,2017,RV,0.82,5405
HD 38283 b,0.338157,1.02382,363.2,0.41,219,2450802.6,10,Tinney 2011,http://adsabs.harvard.edu/abs/2011ApJ...732...31T,Tinney 2011,http://adsabs.harvard.edu/abs/2011ApJ...732...31T,0,0,0,0,0.338157,38.3142,,1.085,-0.12,2011,RV,1.50465,5998
Kepler-386 b,,0.104341,12.31043,,90,2454974.86305,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.00915403,,0.124008,,,2014,Transit,0.767,5178
Kepler-922 b,,0.0184414,0.93846683,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00991268,558,0.127,0.95,-0.05,2016,Transit,0.93,5671
HD 217786 b,13.1868,2.3791,1319,0.4,100,2456053,261,Moutou 2011,http://adsabs.harvard.edu/abs/2011A%26A...527A..63M,Moutou 2011,http://adsabs.harvard.edu/abs/2011A%26A...527A..63M,0,0,0,0,13.1868,54.8546,,1.02,-0.135,2011,RV,1.15058,5966
Kepler-363 c,,0.0752686,7.542427,,90,2454965.95422,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0125062,,0.150772,,,2014,Transit,1.485,5593
Kepler-687 b,,0.134386,20.50586978,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0377408,628,0.314,0.77,-0.04,2016,Transit,0.73,4841
Kepler-1457 b,,0.270431,51.1110243,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0147338,728,0.178,1.01,-0.05,2016,Transit,1.01,5866
CoRoT-24 c,0.0872135,0.0980725,11.759,0,90,2454795.3803,8.3,Alonso 2014,http://adsabs.harvard.edu/abs/2014A%26A...567A.112A,Alonso 2014,http://adsabs.harvard.edu/abs/2014A%26A...567A.112A,0,0,0,0,0.0872267,600,0.427902,0.91,0.3,2014,Transit,0.86,4950
Kepler-567 b,,0.119888,16.54297375,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0170154,568,0.201,0.84,0,2016,Transit,0.79,5148
Kepler-1453 b,,0.252883,47.1611696,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.021778,1284,0.238,0.97,0.01,2016,Transit,0.94,5665
Kepler-24 d,,0.0513038,4.244384,,90,2454970.06411,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0123736,,0.148987,,,2014,Transit,1.289,5897
HD 32518 b,3.34549,0.595162,157.54,0.01,306.11,2452950.29,115.83,Dollinger 2009,http://adsabs.harvard.edu/abs/2009A%26A...505.1311D,Dollinger 2009,http://adsabs.harvard.edu/abs/2009A%26A...505.1311D,0,0,0,0,3.34549,120.627,,1.13,-0.15,2009,RV,24.3641,4580
Kepler-980 b,,0.101644,11.55102504,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.021778,804,0.238,1.05,0.01,2016,Transit,1.06,5935
Kepler-472 b,,0.048077,4.17625551,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0309268,302,0.287,0.85,0.16,2016,Transit,0.78,4996
Kepler-402 c,,0.0655142,6.124821,,90,2454967.936,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0116666,,0.139174,,,2014,Transit,1.264,6090
Kepler-435 b,0.854333,0.0948432,8.6001536,0.114,104,,64,Almenara 2015,http://adsabs.harvard.edu/abs/2015A%26A...575A..71A,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,0,0,0,0,0.84,2070,1.99,1.538,-0.17,2010,Transit,3.21,6090
WASP-18 b,10.0636,0.0201401,0.9414529,0.00848,267.9,2454664.429,1818.3,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,Hellier 2009,http://adsabs.harvard.edu/abs/2009Natur.460.1098H,0,0,0,0,10.2006,99.4036,1.267,1.22,0,2009,Transit,1.216,6400
HD 145934 b,2.28382,4.6069,2730,0.053,215,2451430,22.9,Feng 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...22F,Feng 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...22F,0,0,0,0,2.28382,229.353,,1.748,,2015,RV,5.38,
CoRoT-6 b,2.95325,0.0854177,8.886593,0,90,2454595.6144,280,Fridlund 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..14F,Fridlund 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..14F,0,0,0,0,2.95364,,1.166,1.05,-0.2,2010,Transit,1.025,6090
Kepler-127 c,,0.186396,29.393195,,90,2455042.06708,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0216742,,0.237309,,,2014,Transit,1.359,6106
Kepler-839 b,,0.235594,37.8144514,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.020474,833,0.229,1.22,0.29,2016,Transit,1.31,6058
Kepler-203 c,,0.0600193,5.370647,,90,2455005.23697,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.019315,,0.220359,,,2014,Transit,1.114,5821
Kepler-1234 b,,0.0949095,11.94014029,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0238504,866,0.251,0.8,0.01,2016,Transit,0.76,4967
Kepler-1127 b,,0.0575745,5.12330347,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0144664,996,0.175,0.97,0.04,2016,Transit,0.95,5664
Kepler-732 c,,0.0143082,0.89304124,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00668223,150,0.113,0.49,-0.01,2016,Transit,0.46,3631
HD 73267 b,3.06257,2.19849,1260,0.256,229.1,2451821.7,64.29,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,0,0,0,0,3.06257,54.2005,,0.89,0.03,2009,RV,1.16642,5317
HD 147513 b,1.17965,1.30958,528.40002,0.26,282,2451123,29.3,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,0,0,0,0,1.17965,12.7779,,1.072,0.0891888,2004,RV,0.850084,5929.74
K2-28 b,,0.0214313,2.260455,0,90,2456977.99012,,Hirano 2016,http://adsabs.harvard.edu/abs/2016ApJ...820...41H,Hirano 2016,http://adsabs.harvard.edu/abs/2016ApJ...820...41H,0,0,0,0,0.0181771,53,0.211187,0.257,0.26,2016,Transit,0.288,3214
Kepler-1528 b,,0.0291497,1.79111021,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0107116,916,0.13,1.03,0.03,2016,Transit,1.03,5857
Kepler-893 b,,0.0670296,6.33855761,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.027323,1216,0.27,1,-0.03,2016,Transit,0.99,5820
